stringID,sourceLang,targetLang,pos,description,sourceString,targetString
285,en,af,,,covid-19 uncontrolled spread,covid-19 onbeheerde verspreiding
286,en,af,,,covid-19 vaccine,covid-19-entstof
287,en,af,,,covid-19 vaccines,covid-19-entstowwe
288,en,af,,,COVID-19 virus,covid-19-virus
289,en,af,,,covid-19 virus outbreak,covid-19-virusuitbreking
290,en,af,,,covid-19 virus transmission,covid-19-virusoordrag
291,en,af,,,covid-19 WHO,covid-19 WGO
292,en,af,,,covid19,covid19
293,en,af,,,covid19 alert,covid19-waarskuwing
294,en,af,,,covid19 cases,covid19-gevalle
295,en,af,,,covid19 CDC,covid19 CDC
301,en,af,,,covid19 deaths,covid19-sterftes
302,en,af,,,covid19 domestic travel,covid19 reis plaaslik
303,en,af,,,covid19 effects,covid19-effekte
304,en,af,,,covid19 epidemic,covid19-epidemie
305,en,af,,,covid19 exposure,covid19-blootstelling
306,en,af,,,covid19 fatal,covid19 dodelik
307,en,af,,,covid19 fever,covid19-koors
308,en,af,,,covid19 illness,covid19-siekte
309,en,af,,,covid19 incubation,covid19-inkubasie
310,en,af,,,covid19 incubation period,covid19-inkubasietydperk
311,en,af,,,covid19 infection,covid19-infeksie
312,en,af,,,covid19 international spread,covid19 internasionale verspreiding
313,en,af,,,covid19 international travel,covid19 reis internasionaal
314,en,af,,,covid19 isolation,covid19-isolasie
315,en,af,,,covid19 lockdown,covid19-inperking
316,en,af,,,covid19 map,covid19-kaart
317,en,af,,,covid19 medicine,covid19-medisyne
318,en,af,,,covid19 medicines,covid19-medisynes
319,en,af,,,covid19 news,covid19-nuus
320,en,af,,,covid19 outbreak,covid19-uitbreking
321,en,af,,,covid19 pandemic,covid19-pandemie
324,en,af,,,covid19 precautions,covid19-voorsorgmaatreëls
325,en,af,,,covid19 protection,covid19-beskerming
326,en,af,,,covid19 quarantine,covid19-kwarantyn
327,en,af,,,covid19 SOS Alert,covid19-SOS-waarskuwing
328,en,af,,,covid19 spread,covid19-verspreiding
329,en,af,,,covid19 symptoms,covid19-simptome
330,en,af,,,covid19 transmission,covid19-oordrag
331,en,af,,,covid19 travel ban,covid19-reisverbod
332,en,af,,,covid19 travel restrictions,covid19-reisbeperkings
333,en,af,,,covid19 treatment,covid19-behandeling
335,en,af,,,covid19 vaccine,covid19-entstof
336,en,af,,,covid19 vaccines,covid19-entstowwe
337,en,af,,,covid19 virus,covid19-virus
338,en,af,,,covid19 virus outbreak,covid19-virusuitbreking
339,en,af,,,covid19 virus transmission,covid19-virusoordrag
342,en,af,,,current outbreak,huidige uitbreking
343,en,af,,,deadly outbreak,dodelike uitbreking
345,en,af,,,disease outbreak,siekte-uitbreking
346,en,af,,,Disposable hand sanitizer,Weggooibare handontsmetmiddel
348,en,af,,,domestic travel,reis plaaslik
351,en,af,,,droplets,druppeltjies
357,en,af,,,Effects of coronavirus,Effekte van coronavirus
359,en,af,,,epidemic,epidemie
360,en,af,,,epidemic and pandemic,epidemie en pandemie
362,en,af,,,epidemic disease,epidemiese siekte
364,en,af,,,epidemic outbreak,epidemiese uitbreking
365,en,af,,,epidemic period,epidemietydperk
366,en,af,,,epidemic prevention,epidemievoorkoming
368,en,af,,,epidemic season,epidemieseisoen
369,en,af,,,epidemic situation,epidemiesituasie
371,en,af,,,exposure,blootstelling
375,en,af,,,exposure time,blootstellingstyd
379,en,af,,,fever,koors
380,en,af,,,fight the virus,beveg die virus
381,en,af,,,Fighting the outbreak,Beveg die uitbreking
382,en,af,,,flu epidemic,griepepidemie
385,en,af,,,fomites,smetvoorwerpe
392,en,af,,,global health emergency,wêreldwye gesondheidsnoodtoestand
393,en,af,,,global outbreak,wêreldwye uitbreking
394,en,af,,,global pandemic,wêreldwye pandemie
396,en,af,,,hand sanitizer,handontsmettingsmiddel
397,en,af,,,hand sanitizer dispenser,handontsmetmiddelhouer
398,en,af,,,hand sanitizer gel,handontsmetmiddeljel
399,en,af,,,hand sanitizer spray,handontsmetmiddelsproei
403,en,af,,,home isolation,tuisisolasie
404,en,af,,,home quarantine,tuiskwarantyn
410,en,af,,,illness,siekte
415,en,af,,,incubation period,inkubasietydperk
418,en,af,,,infected,besmet
424,en,af,,,instant hand sanitizer,kitshandontsmetmiddel
425,en,af,,,international spread,internasionale verspreiding
426,en,af,,,international travel,reis internasionaal
427,en,af,,,isolation,isolasie
428,en,af,,,isolation period,isolasietydperk
430,en,af,,,isolation room,isolasiekamer
431,en,af,,,isolation valve,isolasieklep
432,en,af,,,isolation ward,isolasiesaal
434,en,af,,,lockdown,inperking
438,en,af,,,major outbreak,groot uitbreking
439,en,af,,,mandatory quarantine,verpligte kwarantyn
440,en,af,,,mass gathering,massabyeenkoms
444,en,af,,,medicine,medisyne
445,en,af,,,medicines,medisynes
448,en,af,,,n95,n95
449,en,af,,,n95 mask,n95-masker
450,en,af,,,n95 respirator,n95-respirator
451,en,af,,,ncov,ncov
452,en,af,,,ncov-2019,ncov-2019
453,en,af,,,new coronavirus,nuwe coronavirus
454,en,af,,,new coronavirus pneumonia,nuwecoronavirus-longontsteking
460,en,af,,,novel coronavirus,nuwe coronavirus
462,en,af,,,novel coronavirus infection,nuwecoronavirus-infeksie
463,en,af,,,novel coronavirus outbreak,nuwecoronavirus-uitbreking
464,en,af,,,novel coronavirus pneumonia,nuwecoronavirus-longontsteking
470,en,af,,,ongoing outbreak,voortslepende uitbreking
472,en,af,,,outbreak,uitbreking
474,en,af,,,outbreak of coronavirus,uitbreking van coronavirus
475,en,af,,,outbreak of disease,uitbreking van siekte
482,en,af,,,pandemic,pandemie
485,en,af,,,pandemic influenza,pandemiese influensa
486,en,af,,,pandemic outbreak,pandemie-uitbreking
487,en,af,,,pandemic plan,pandemieplan
488,en,af,,,pandemic potential,pandemiese potensiaal
495,en,af,,,pneumonia,longontsteking
496,en,af,,,pneumonia epidemic,longontsteking-epidemie
497,en,af,,,potential exposure,potensiële blootstelling
498,en,af,,,precautions,voorsorgmaatreëls
499,en,af,,,prevent virus,voorkom virus
500,en,af,,,prolonged exposure,uitgerekte blootstelling
504,en,af,,,quarantine,kwarantyn
505,en,af,,,quarantine area,kwarantyngebied
506,en,af,,,quarantine facility,kwarantynfasiliteit
507,en,af,,,quarantine measures,kwarantynmaatreëls
508,en,af,,,quarantine period,kwarantyntydperk
509,en,af,,,quarantine room,kwarantynkamer
510,en,af,,,quarantine zone,kwarantynsone
512,en,af,,,Recovered coronavirus patient,Coronaviruspasiënt wat herstel het
514,en,af,,,repatriate,repatrieer
515,en,af,,,repeated exposure,herhaalde blootstelling
516,en,af,,,respiratory syncytial virus,respiratoriese sinsitiale virus
517,en,af,,,respiratory virus,respiratoriese virus
519,en,af,,,Sanitizing hand sanitizer,Ontsmettende handontsmetmiddel
520,en,af,,,SARS-CoV-2,EARS-CoV-2
521,en,af,,,self isolation,selfisolasie
522,en,af,,,self quarantine,selfkwarantyn
523,en,af,,,Severe outbreak,Hewige uitbreking
525,en,af,,,social distancing,sosiale distansiëring
526,en,af,,,social distancing measures,maatreëls vir sosiale distansiëring
527,en,af,,,social isolation,sosiale isolasie
528,en,af,,,SOS Alert,SOS-waarskuwing
529,en,af,,,spread,versprei
530,en,af,,,spread of coronavirus,verspreiding van coronavirus
531,en,af,,,spread of virus,verspeiding van virus
535,en,af,,,strain of virus,stam van virus
541,en,af,,,the incubation period,die inkubasietydperk
544,en,af,,,the novel coronavirus,die nuwe coronavirus
558,en,af,,,touching face,raak aan gesig
559,en,af,,,travel advisory,reiswaarskuwing
560,en,af,,,travel ban,reisverbod
561,en,af,,,travel restrictions,reisbeperkings
565,en,af,,,use hand sanitizer,gebruik handontsmetmiddel
566,en,af,,,vaccines,entstowwe
567,en,af,,,viral outbreak,virale uitbreking
568,en,af,,,virtual lockdown,feitlike inperking
569,en,af,,,virus,virus
570,en,af,,,virus carrier,virusdraer
573,en,af,,,virus infection,virusinfeksie
575,en,af,,,virus mask,virusmasker
576,en,af,,,virus outbreak,virusuitbreking
577,en,af,,,virus prevention,virusvoorkoming
578,en,af,,,virus protection,virusbeskerming
580,en,af,,,virus spread,virusverspreiding
582,en,af,,,virus spreads,virus versprei
583,en,af,,,virus strain,virusstam
584,en,af,,,virus transmission,virusoordrag
586,en,af,,,wash your hands,was jou hande
587,en,af,,,washing hands,was hande
589,en,af,,,WHO,WHO
590,en,af,,,WHO Confirmed,WGO-bevestigde
591,en,af,,,WHO Deaths,WGO-sterftes
592,en,af,,,widespread outbreak,wydverspreide uitbreking
597,en,af,,,World Health Organization,Wêreld- Gesondheidsorganisasie
600,en,af,,,zoonotic disease,soönotiese siekte
601,en,af,,,zoonotic virus,soönotiese virus
1,en,am,adjective,"In the context of coronavirus (COVID-19): transmissible by direct or indirect contact with an infected person (describes the disease or the virus, not a person).",contagious,ተላላፊ በሽታ
2,en,am,noun,In the context of coronavirus (COVID-19): known cases of people who currently have the disease.,active cases,ንቁ ጉዳዮች
3,en,am,noun,In the context of coronavirus (COVID-19): cases of people infected with the virus which have been confirmed via medical testing.,confirmed cases,የተረጋገጡ በበሽታ የተያዙ ሰዎች
4,en,am,proper noun,"Short for ""Centers for Disease Control and Prevention"": a US federal agency under the Department of Health and Human Services, whose main goal is to protect public health and safety through the control and prevention of disease.",CDC,ሲዲሲ
5,en,am,noun,"A formal name for the disease caused by the SARS-CoV-2 virus, responsible for the 2019/2020 global pandemic.",COVID-19,ኮቪድ-19
6,en,am,noun,In the context of coronavirus (COVID-19): a place where people can be tested for the virus.,COVID-19 testing center,የኮቪድ-19 ምርመራ ማዕከል
7,en,am,noun,"An informal name for the SARS-CoV-2 virus (also known as ""novel coronavirus""), responsible for the 2019/2020 global pandemic of COVID-19 (the disease caused by the virus). Sometimes refers to the entire category of coronaviruses, of which SARS-CoV-2 is just one example.",coronavirus,ኮሮናቫይረስ
8,en,am,noun,"In the context of coronavirus (COVID-19): a mask covering the nose, mouth and/or eyes of the wearer, intended to protect the wearer from spreading or contracting pathogens.",face mask,የፊት ጭንብል
9,en,am,noun,"In the context of coronavirus (COVID-19): can be a person, such as a doctor, but also an organization, such as a hospital or insurance company.",healthcare provider,የጤና እንክብካቤ አቅራቢ
10,en,am,noun,"In the context of coronavirus (COVID-19): a person who works in healthcare, such as a doctor or therapist.",healthcare professional,የጤና እንክብካቤ ባለሙያ
11,en,am,noun,"In the context of coronavirus (COVID-19): the practice of cleaning one's hands, e.g. with water and soap, in order to get rid of the virus and other pathogens.",hand-washing,እጅ መታጠብ
12,en,am,noun,In the context of coronavirus (COVID-19): the period of time between infection and the appearance of symptoms of the disease.,incubation period,መራቢያ ጊዜ
13,en,am,noun,In the context of coronavirus (COVID-19): the practice of separating sick people from healthy people to prevent the spread of disease.,isolation,ማግለል
14,en,am,noun,In the context of the coronavirus (COVID-19): the practice of restricting the movement of healthy people who may have been exposed to the virus to see if they become ill.,quarantine,የተወሰነ ስፍራ መከለል
15,en,am,verb,In the context of the coronavirus (COVID-19): to restrict the movement of healthy people who may have been exposed to the virus to see if they become ill.,quarantine,የተወሰነ ስፍራ መከለል
16,en,am,proper noun,"Short for ""National Institutes of Health Agency"": the primary US government agency responsible for biomedical and public health research; part of the United States Department of Health and Human Services.",NIH,ኤንአይኤች
17,en,am,noun,"In the context of coronavirus (COVID-19): being within a close distance (1-2m) of another person, not necessarily having actual physical contact. Close contact is one possible way for the virus to spread from person to person.",close contact,የቅርብ እውቂያ
18,en,am,noun,In the context of coronavirus (COVID-19): the process of the virus spreading from person to person.,transmission,መተላለፍ
19,en,am,noun,In the context of coronavirus (COVID-19): cases of people infected with the virus which have resulted in the end of the infected person's life.,deaths,ሞቶች
20,en,am,noun,In the context of coronavirus (COVID-19): a place where people can be tested for the virus.,testing center,የምርመራ ማዕከል
21,en,am,verb,"In the context of the coronavirus (COVID-19): to infect new people, in a particular area or globally.",spread,ማሰራጨት
22,en,am,verb,A header for a set of five recommendations surfaced to users looking for coronavirus tips. See: https://www.google.com/search?q=coronavirus+tips&fbx=dothefive,Do the Five,አምስቱን ያድርጉ
23,en,am,proper noun,"A specialized agency of the United Nations that is concerned with world public health. Abbreviated as ""WHO"". See: https://en.wikipedia.org/wiki/World_Health_Organization",World Health Organization,የዓለም ጤና ድርጅት
24,en,am,proper noun,"Short for ""World Health Organization"": a specialized agency of the United Nations that is concerned with world public health. See: https://en.wikipedia.org/wiki/World_Health_Organization",WHO,የዓለም ጤና ድርጅት
25,en,am,,,14 days in isolation,14 ቀናት በማግለያ
26,en,am,,,14 days quarantine,የ 14 ቀናት ለይቶ ማቆያ
27,en,am,,,2019 coronavirus,2019 ኮሮናቫይረስ
28,en,am,,,2019 novel coronavirus,2019 ኖቬል ኮሮናቫይረስ
29,en,am,,,2019-nCoV,2019-ኖኮቭ
30,en,am,,,2020 coronavirus,2020 ኮሮናቫይረስ
31,en,am,,,2020 novel coronavirus,2020 ኖቬል ኮሮናቫይረስ
33,en,am,,,about coronavirus,ስለ ኮሮና ቫይረስ
39,en,am,,,acute respiratory distress syndrome,ስር የሰደደ የመተንፈሻ አካላት ጫና በሽታ ምልክቶች
40,en,am,,,advanced hand sanitizer,ከፍተኛ የእጅ ሳኒታይዘር
41,en,am,,,Affected by coronavirus,በኮሮናቫይረስ የተጠቃ
42,en,am,,,after exposure,ከመጋለጥ በኋላ
43,en,am,,,After the epidemic,ከወረርሽኙ በኋላ
44,en,am,,,After the outbreak,ከመስፋፋቱ በኋላ
47,en,am,,,airborne virus,በአየር የሚተላለፍ ቫይረስ
48,en,am,,,alcohol based hand sanitizer,አልኮል ተኮር የእጅ ሳኒታይዘር
49,en,am,,,alcohol hand sanitizer,የአልኮል እጅ ሳኒታይዘር
51,en,am,,,alcohol-based hand sanitizer,አልኮል-ተኮር የእጅ ሳኒታይዘር
59,en,am,,,Anti-Corona virus spray,ጸረ-ኮሮና ቫይረስ መረጨት
60,en,am,,,antibacterial hand sanitizer,ጸረባክቴሪያ የእጅ ሳኒታይዘር
61,en,am,,,ARDS,ARDS
64,en,am,,,avoid exposure,ተጋላጭነትን ያስቀሩ
65,en,am,,,be infected,መያዝ
75,en,am,,,Beware of coronavirus,ከቫይረሱ ይጠንቀቁ
76,en,am,,,bilateral interstitial pneumonia,የጋራ መፈጠር ሳንባ ምች
77,en,am,,,CDC,CDC
78,en,am,,,Center for Disease Control,የበሽታ መቆጣጠሪያ ማዕከል
83,en,am,,,community spread,የማህበረሰብ ስርጭት
84,en,am,,,compulsory quarantine,አስገዳጅ ለይቶ ማቆያ
85,en,am,,,contagious,ተላላፊ
135,en,am,,,coronavirus,ኮሮናቫይረስ
136,en,am,,,coronavirus (COVID-19),ኮሮናቫይረስ (ኮቪድ-19)
137,en,am,,,coronavirus alert,የኮሮና ቫይረስ ማስጠንቀቂያ
139,en,am,,,coronavirus cases,የኮሮና ቫይረስ ኬዞች
141,en,am,,,coronavirus concerns,የኮሮናቫይረስ ትኩረቶች
143,en,am,,,coronavirus crisis,የኮሮናቫይረስ ቀውስ
